sge_id|inep_id|escola_documento|pt_g1|pt_g2|pt_g3|pt_g4|pt_g5|pt_ef1_1_ano|pt_ef1_2_ano|pt_ef1_3_ano|pt_ef1_4_ano|pt_ef1_5_ano|pt_ef2_6_ano|pt_ef2_7_ano|pt_ef2_8_ano|pt_ef2_9_ano|pt_em_1_serie|pt_em_2_serie|pt_em_3_serie|pt_cpv_semi_extensivo|pt_cpv_extensivo|pu_g1|pu_g1_produto|pu_g2|pu_g2_produto|pu_g3|pu_g3_produto|pu_g4|pu_g4_produto|pu_g5|pu_g5_produto|pu_ef1_1_ano|pu_ef1_1_ano_produto|pu_ef1_2_ano|pu_ef1_2_ano_produto|pu_ef1_3_ano|pu_ef1_3_ano_produto|pu_ef1_4_ano|pu_ef1_4_ano_produto|pu_ef1_5_ano|pu_ef1_5_ano_produto|pu_ef2_6_ano|pu_ef2_6_ano_produto|pu_ef2_7_ano|pu_ef2_7_ano_produto|pu_ef2_8_ano|pu_ef2_8_ano_produto|pu_ef2_9_ano|pu_ef2_9_ano_produto|pu_em_1_serie|pu_em_1_serie_produto|pu_em_2_serie|pu_em_2_serie_produto|pu_em_3_serie|pu_em_3_serie_produto|pu_cpv_semi_extensivo|pu_cpv_semi_extensivo_produto|pu_cpv_extensivo|pu_cpv_extensivo_produto
1640045||26751915000122|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1640655||29043368000119|0|12|11|10|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||12|Mais Cores|11|Mais Cores|10|Mais Cores|10|Mais Cores|0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1640755||04946626000146|0|12|12|16|16|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||12|Mais Cores|12|Mais Cores|16|Mais Cores|16|Mais Cores|0||0||0||0||0||0||0||0||0||0||0||0||0||0|
741748||07848728000117|5|5|15|15|15|31|24|16|7|17|0|0|0|0|0|0|0|0|0|0||5|Mais Cores|0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0|
752144||13174803000104|0|10|6|6|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||10|Mais Cores|6|Mais Cores|6|Mais Cores|5|Mais Cores|0||0||0||0||0||0||0||0||0||0||0||0||0||0|
755116||13038458000181|0|8|19|20|18|16|18|15|6|8|0|0|0|0|0|0|0|0|0|0||0||0||20|Mais Cores|18|Mais Cores|0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1078017|||0|13|40|40|50|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||13|Mais Cores|40|Mais Cores|40|Mais Cores|50|Mais Cores|0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1089431||08651593000168|0|10|10|10|10|20|20|15|20|15|0|0|0|0|0|0|0|0|0|0||10|Mais Cores|0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1090242|||0|51|58|71|62|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0||58|Mais Cores|71|Mais Cores|0||0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1090399||04945900000162|0|20|25|17|27|33|31|30|29|31|35|34|34|40|17|14|19|0|0|0||20|Mais Cores|25|Mais Cores|17|Mais Cores|27|Mais Cores|0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1090484||10204612000150|0|17|18|3|1|25|0|0|0|0|0|0|0|0|0|0|0|0|0|0||17|Mais Cores|18|Mais Cores|3|Mais Cores|1|Mais Cores|0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1091447||45882982000120|0|6|10|11|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||6|Mais Cores|10|Mais Cores|11|Mais Cores|3|Mais Cores|0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1091470||05379488000123|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1642071||22612065000120|0|30|32|15|5|8|5|5|0|0|0|0|0|0|0|0|0|0|0|0||30|Mais Cores|32|Mais Cores|15|Mais Cores|5|Mais Cores|0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1642156||02964129000145|0|5|7|6|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||5|Mais Cores|7|Mais Cores|6|Mais Cores|5|Mais Cores|0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1751970||31476754000146|0|3|3|12|12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||3|Mais Cores|3|Mais Cores|0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1752310||26323694000191|0|10|10|10|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||10|Mais Cores|10|Mais Cores|10|Mais Cores|10|Mais Cores|0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1752558||30412384000110|0|10|10|10|10|10|10|10|10|10|0|0|0|0|0|0|0|0|0|0||10|Mais Cores|10|Mais Cores|10|Mais Cores|10|Mais Cores|10|Mais Cores|10|Mais Cores|10|Mais Cores|10|Mais Cores|10|Mais Cores|0||0||0||0||0||0||0||0||0|
1753001||28608635000195|0|12|10|6|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||12|Mais Cores|10|Mais Cores|6|Mais Cores|3|Mais Cores|0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1753315||03844710000277|0|12|9|14|8|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||12|Mais Cores|9|Mais Cores|14|Mais Cores|8|Mais Cores|0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1800991||11672148000199|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||140|SPE|0|
1802606||34031356000104|0|0|0|0|0|20|12|12|12|12|12|12|12|12|0|0|0|0|0|0||0||0||0||0||25|SPE|15|SPE|10|SPE|15|SPE|10|SPE|10|SPE|10|SPE|10|SPE|10|SPE|0||0||0||0||0|
1809524||24651253000193|0|0|18|17|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0||10|Conquista|10|Conquista|4|Conquista|0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1810493||26592472000174|0|0|0|0|0|20|20|20|25|30|25|25|12|10|0|0|0|0|0|0||0||3|Conquista|1|Conquista|3|Conquista|22|Conquista|24|Conquista|17|Conquista|25|Conquista|38|Conquista|23|Conquista|22|Conquista|11|Conquista|5|Conquista|0||0||0||0||0|
1806792||11507544000160|0|0|18|17|21|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1807200||30385689000180|0|0|10|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0||12|Conquista|5|Conquista|3|Conquista|0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1807332||21878025000162|0|0|20|15|15|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0||10|Conquista|10|Conquista|5|Conquista|5|Conquista|0||0||0||0||0||0||0||0||0||0||0||0||0|
1808011||33891774000109|20|20|20|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0||10|Conquista|2|Conquista|0||0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1642160||14994257000110|0|0|13|18|18|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0||13|Mais Cores|18|Mais Cores|18|Mais Cores|0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1642594||28934013000157|0|16|17|9|11|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0||16|Mais Cores|17|Mais Cores|9|Mais Cores|11|Mais Cores|10|Mais Cores|0||0||0||0||0||0||0||0||0||0||0||0||0|
1643482||29204303000108|0|10|12|10|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||10|Mais Cores|12|Mais Cores|10|Mais Cores|10|Mais Cores|0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1645623||20330530000105|0|26|15|12|12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||26|Mais Cores|15|Mais Cores|12|Mais Cores|12|Mais Cores|0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1645625||29131444000148|0|20|30|18|32|12|15|10|12|14|0|0|0|0|0|0|0|0|0|0||20|Mais Cores|30|Mais Cores|18|Mais Cores|32|Mais Cores|0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1647123||27383809000104|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1091790||05570648000117|0|25|20|25|20|20|20|15|15|15|0|0|0|0|0|0|0|0|0|0||25|Mais Cores|20|Mais Cores|25|Mais Cores|20|Mais Cores|0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1092295||08181363000182|0|21|21|21|21|18|18|18|18|18|0|0|0|0|0|0|0|0|0|0||21|Mais Cores|21|Mais Cores|21|Mais Cores|0||0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1092453||05500728000104|0|7|12|14|13|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0||12|Mais Cores|14|Mais Cores|13|Mais Cores|0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1092727||21114022000152|0|10|15|12|12|7|5|0|0|0|0|0|0|0|0|0|0|0|0|0||0||15|Mais Cores|12|Mais Cores|12|Mais Cores|7|Mais Cores|5|Mais Cores|0||0||0||0||0||0||0||0||0||0||0||0|
1092765||17708700000138|0|5|5|8|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0||5|Mais Cores|8|Mais Cores|5|Mais Cores|0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1794395||28162104000111|0|0|40|30|30|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0||20|Conquista|30|Conquista|30|Conquista|0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1093909||31013905000120|0|8|12|18|14|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0||12|Mais Cores|18|Mais Cores|0||0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1094204||11227247000161|0|5|15|15|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||5|Mais Cores|15|Mais Cores|15|Mais Cores|10|Mais Cores|0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1796018||08313601000166|0|0|0|10|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0||7|Conquista|3|Conquista|11|Conquista|0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1094340||08056196000148|0|10|11|13|12|13|0|0|0|0|0|0|0|0|0|0|0|0|0|0||10|Mais Cores|11|Mais Cores|13|Mais Cores|12|Mais Cores|0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1094584||09126398000181|0|5|6|10|16|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0||0||10|Mais Cores|16|Mais Cores|0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1094605||05744075000109|0|6|8|6|8|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||6|Mais Cores|8|Mais Cores|6|Mais Cores|8|Mais Cores|0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1094697||19570789000144|21|21|7|7|7|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||21|Mais Cores|0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1109724||07455527000150|0|4|7|4|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||4|Mais Cores|7|Mais Cores|4|Mais Cores|3|Mais Cores|0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1109727||11797979000197|0|8|8|2|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||8|Mais Cores|8|Mais Cores|2|Mais Cores|4|Mais Cores|0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1111115||11354324000144|0|0|6|10|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0||6|Mais Cores|10|Mais Cores|10|Mais Cores|0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1111200||03993901000110|0|24|13|10|16|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||24|Mais Cores|13|Mais Cores|10|Mais Cores|16|Mais Cores|0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1111784||06149882000138|0|8|20|3|9|20|12|17|13|3|0|0|0|0|0|0|0|0|0|0||8|Mais Cores|0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1112526||15216235000192|0|11|7|8|18|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||11|Mais Cores|7|Mais Cores|8|Mais Cores|18|Mais Cores|0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1113062||27203343000100|0|8|12|13|15|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||8|Mais Cores|12|Mais Cores|13|Mais Cores|15|Mais Cores|0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1113224||15310149000144|0|15|20|17|17|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||15|Mais Cores|20|Mais Cores|17|Mais Cores|17|Mais Cores|0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1114598||25331384000156|9|9|3|3|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||9|Mais Cores|3|Mais Cores|3|Mais Cores|3|Mais Cores|0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1647150||26527486000104|0|0|5|5|6|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0||0||5|Mais Cores|6|Mais Cores|5|Mais Cores|0||0||0||0||0||0||0||0||0||0||0||0||0|
1647152||29309107000106|0|15|20|20|20|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||15|Mais Cores|0||20|Mais Cores|20|Mais Cores|0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1653730||13172538000125|0|18|42|38|30|30|20|0|0|0|0|0|0|0|0|0|0|0|0|0||18|Mais Cores|42|Mais Cores|38|Mais Cores|30|Mais Cores|30|Mais Cores|20|Mais Cores|0||0||0||0||0||0||0||0||0||0||0||0|
1759896||24583246000100|0|0|13|4|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0||12|Conquista|12|Conquista|4|Conquista|0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1771483||13568428000187|0|0|22|12|6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0|
197323||02443473000199|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0||0||0||0||17|Conquista|4|Conquista|3|Conquista|0||0||0||0||0||0||0||0||0||0||0|
133903||01616075000164|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0||0||0||0||18|Conquista|17|Conquista|20|Conquista|12|Conquista|20|Conquista|15|Conquista|17|Conquista|18|Conquista|20|Conquista|0||0||0||0||0|
136741||59051532000109|0|0|12|20|15|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0|
195934||36445195000120|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0||0||0||0||50|Conquista|45|Conquista|40|Conquista|35|Conquista|35|Conquista|0||0||0||0||0||0||0||0||0|
186593||08612248000115|0|15|25|37|37|43|47|44|31|33|39|19|14|7|0|0|0|0|0|0||0||1|Conquista|3|Conquista|1|Conquista|0||6|Conquista|1|Conquista|4|Conquista|2|Conquista|0||1|Conquista|4|Conquista|0||0||0||0||0||0|
161407||07501910000105|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0|
200867||00390404000139|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0||0||0||0||15|Conquista|25|Conquista|35|Conquista|17|Conquista|18|Conquista|0||0||0||0||0||0||0||0||0|
197585||02107740000157|0|0|21|21|21|42|43|43|43|43|58|59|58|59|0|0|0|0|0|0||0||3|Conquista|5|Conquista|5|Conquista|28|Conquista|25|Conquista|25|Conquista|25|Conquista|25|Conquista|35|Conquista|35|Conquista|35|Conquista|35|Conquista|0||0||0||0||0|
182698||01260424000158|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0||9|Conquista|8|Conquista|8|Conquista|0||0||0||0||0||0||0||0||0||0||0||0||0||0|
183084||02884539000186|0|0|23|39|35|51|53|42|31|39|28|20|22|23|0|0|0|0|0|0||0||12|Conquista|25|Conquista|35|Conquista|0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1805311||34518882000101|5|10|8|5|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||15|SPE|5|SPE|7|SPE|3|SPE|0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1811560||27339768000140|10|10|10|10|10|28|13|28|32|42|34|26|61|32|46|62|58|0|0|6|SPE|6|SPE|6|SPE|6|SPE|6|SPE|20|SPE|20|SPE|18|SPE|19|SPE|27|SPE|33|SPE|25|SPE|25|SPE|42|SPE|28|SPE|35|SPE|40|SPE|0||0|
1812214||35377972000184|0|8|8|8|8|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1816966||35054126000123|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|40|0|0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1634606||28767512000105|0|0|0|0|0|1|7|2|2|8|14|8|6|6|5|5|3|0|0|0||0||0||0||0||2|SPE|1|SPE|5|SPE|1|SPE|4|SPE|4|SPE|4|SPE|3|SPE|0||2|SPE|1|SPE|0||0||0|
1686777||10894944000103|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0|
201244||63189351000102|0|0|0|0|0|9|6|6|7|0|20|1|10|8|0|0|0|0|0|0||0||5|Conquista|5|Conquista|5|Conquista|5|Conquista|5|Conquista|5|Conquista|5|Conquista|5|Conquista|5|Conquista|5|Conquista|5|Conquista|7|Conquista|0||0||0||0||0|
1732896||31586868000149|0|5|5|14|19|18|17|10|10|10|20|12|10|7|10|0|0|0|0|0||1|SPE|0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1758317||32603307000173|0|10|7|8|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||6|SPE|4|SPE|6|SPE|0||0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1767423||28163478000151|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1792626||24536019000115|0|30|50|44|48|30|15|10|0|0|0|0|0|0|0|0|0|0|0|0||26|SPE|24|SPE|41|SPE|37|SPE|37|SPE|23|SPE|14|SPE|5|SPE|0||0||0||0||0||0||0||0||0||0|
1796870||31605202000190|0|6|6|6|6|6|0|0|0|0|0|0|0|0|0|0|0|0|0|0||6|SPE|6|SPE|6|SPE|6|SPE|6|SPE|4|SPE|0||0||0||0||0||0||0||0||0||0||0||0|
1753504||19628760000176|0|10|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||10|Mais Cores|10|Mais Cores|0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1753649||20344751000132|0|8|0|0|0|14|11|16|8|14|0|0|0|0|0|0|0|0|0|0||8|Mais Cores|0||0||0||14|Mais Cores|11|Mais Cores|16|Mais Cores|8|Mais Cores|14|Mais Cores|0||0||0||0||0||0||0||0||0|
1753706||30106826000109|0|6|10|12|11|10|12|10|12|8|0|0|0|0|0|0|0|0|0|0||6|Mais Cores|10|Mais Cores|12|Mais Cores|11|Mais Cores|10|Mais Cores|12|Mais Cores|10|Mais Cores|12|Mais Cores|8|Mais Cores|0||0||0||0||0||0||0||0||0|
1753724||27444700000121|0|21|13|9|7|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||21|Mais Cores|13|Mais Cores|9|Mais Cores|7|Mais Cores|0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1754415||06086504000152|0|11|14|6|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||11|Mais Cores|14|Mais Cores|6|Mais Cores|5|Mais Cores|0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1755273||30938356000131|0|25|25|25|25|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||25|Mais Cores|25|Mais Cores|25|Mais Cores|25|Mais Cores|0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1756372||22361237000130|0|15|20|20|20|20|0|0|0|0|0|0|0|0|0|0|0|0|0|0||15|Mais Cores|20|Mais Cores|20|Mais Cores|20|Mais Cores|0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1756471||30452972000188|0|15|15|18|18|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||15|Mais Cores|0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1756654||30870824000183|0|12|15|19|21|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||12|Mais Cores|15|Mais Cores|19|Mais Cores|21|Mais Cores|0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1801696||34315741000183|0|0|8|8|8|8|8|8|8|8|0|0|0|0|0|0|0|0|0|0||1|SPE|4|SPE|3|SPE|3|SPE|3|SPE|3|SPE|10|SPE|3|SPE|0||0||0||0||0||0||0||0||0||0|
1115136||11199873000191|0|6|6|8|7|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||6|Mais Cores|6|Mais Cores|8|Mais Cores|7|Mais Cores|0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1735160||24430099000120|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0||4|Conquista|6|Conquista|0||2|Conquista|3|Conquista|1|Conquista|0||0||0||1|Conquista|1|Conquista|1|Conquista|0||0||0||0||0|
1116430||01099492000187|0|15|14|14|14|14|13|13|13|13|0|0|0|0|0|0|0|0|0|0||0||0||14|Mais Cores|14|Mais Cores|0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1802714||24395148000130|0|0|12|12|6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||4|SPE|16|SPE|10|SPE|5|SPE|0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1735941||31975288000143|0|0|2|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0||4|Conquista|2|Conquista|4|Conquista|0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1117461||08696036000163|0|10|10|14|14|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0||0||14|Mais Cores|14|Mais Cores|0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1117504||28954898000156|0|14|14|14|13|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||14|Mais Cores|14|Mais Cores|14|Mais Cores|13|Mais Cores|0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1117820||17988636000196|0|7|7|6|6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||7|Mais Cores|7|Mais Cores|6|Mais Cores|6|Mais Cores|0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1117914||81061368000161|0|9|9|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||9|Mais Cores|9|Mais Cores|10|Mais Cores|0||0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1120682||96716964000100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1120968||04492911000134|0|5|8|9|8|12|8|13|10|6|0|0|0|0|0|0|0|0|0|0||5|Mais Cores|8|Mais Cores|9|Mais Cores|8|Mais Cores|0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1737925||31620841000125|0|0|20|8|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0||17|Conquista|0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1121507||12962127000170|0|16|10|11|9|10|8|4|3|2|0|0|0|0|0|0|0|0|0|0||16|Mais Cores|10|Mais Cores|11|Mais Cores|9|Mais Cores|10|Mais Cores|8|Mais Cores|4|Mais Cores|3|Mais Cores|2|Mais Cores|0||0||0||0||0||0||0||0||0|
1121556||10732746000143|0|0|28|27|28|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0||28|Mais Cores|27|Mais Cores|28|Mais Cores|0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1122320||12453252000155|0|10|6|6|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||10|Mais Cores|6|Mais Cores|6|Mais Cores|5|Mais Cores|0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1122556||28227545000154|0|15|7|7|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||15|Mais Cores|7|Mais Cores|7|Mais Cores|9|Mais Cores|0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1804431||31321977000134|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0||0||0||0||45|SPE|50|SPE|45|SPE|25|SPE|10|SPE|3|SPE|0||0||0||0||0||0||0||0|
1123039||05413537000105|0|5|10|10|7|12|0|0|0|0|0|0|0|0|0|0|0|0|0|0||5|Mais Cores|10|Mais Cores|10|Mais Cores|7|Mais Cores|0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1733494||29130967000170|0|0|30|30|30|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0||18|Conquista|15|Conquista|10|Conquista|0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1733642||22728165000117|0|0|10|10|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0||7|Conquista|7|Conquista|10|Conquista|0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1733954||10419670000109|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0||33|Conquista|25|Conquista|12|Conquista|6|Conquista|0||0||0||0||0||0||0||0||0||0||0||0||0|
1123278||22930622000151|0|0|35|45|45|60|46|40|40|22|0|0|0|0|0|0|0|0|0|0||0||35|Mais Cores|45|Mais Cores|45|Mais Cores|60|Mais Cores|46|Mais Cores|40|Mais Cores|40|Mais Cores|22|Mais Cores|0||0||0||0||0||0||0||0||0|
1123915||03248624000110|0|0|7|10|8|7|6|6|5|5|0|0|0|0|0|0|0|0|0|0||0||7|Mais Cores|10|Mais Cores|8|Mais Cores|7|Mais Cores|6|Mais Cores|6|Mais Cores|5|Mais Cores|5|Mais Cores|0||0||0||0||0||0||0||0||0|
1124303||12929234000105|0|22|20|25|12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||22|Mais Cores|20|Mais Cores|25|Mais Cores|12|Mais Cores|0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1125386||02603522000103|0|4|3|2|6|8|6|6|5|0|0|0|0|0|0|0|0|0|0|0||0||3|Mais Cores|0||6|Mais Cores|0||0||6|Mais Cores|5|Mais Cores|0||0||0||0||0||0||0||0||0||0|
1125395||07770668000167|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0||0|
1125469||07380973000142|0|12|18|21|20|20|25|18|6|19|22|20|10|10|0|0|0|0|0|0||0||0||0||0||20|Mais Cores|25|Mais Cores|18|Mais Cores|6|Mais Cores|19|Mais Cores|0||0||0||0||0||0||0||0||0|
